Soltuion,Hunter(hkroger),Snehal,Emma(eschare)
2357.1,4,3,4
2358.1,2,2,2
2359.1,3,3,3
2359.2,1,1,1
2360.1,2,2,2
2361.1,3,3,3
2362.1,4,4,3
2362.2,5,4,3
2363.1,2,3,7
2364.1,1,3,1
2365.1,1,3,8
2366.1,2,2,2
2367.1,3,3,3
2368.1,3,3,2
2368.2,2,2,2
2369.1,3,3,3
2369.2,2,3,2
2370.1,1,3,1
2371.1,3,3,1
2371.2,3,3,3
2372.1,2,3,2
2373.1,5,5,5
2373.2,2,3,2
2374.1,3,3,3
2374.2,2,2,2
2375.1,2,3,3
2375.2,1,1,1
2376.1,3,4,4
2376.2,3,3,4
2376.3,3,3,3
2377.1,3,3,3
2378.1,2,3,2
2379.1,3,3,3
2379.2,3,3,3
2379.3,2,3,2
2380.1,4,3,4
2381.1,3,3,3
2381.2,2,2,3
2382.1,2,2,2
2383.1,3,3,3
2383.2,1,3,2
2384.1,2,3,3
2385.1,3,3,4
2385.2,4,3,4
2385.3,3,3,4
2386.1,2,7,3
2387.1,3,3,3
2387.2,3,3,3
2388.1,9,9,9
2388.2,2,2,2
2388.3,9,3,9
2389.1,3,3,3
2389.2,5,3,3
2389.3,3,8,5
2389.4,3,3,5
2390.1,3,3,3
2391.1,3,8,5
2392.1,4,3,2
2392.2,3,3,3
2393.1,3,3,3
2393.2,1,3,1
2394.1,8,8,5
2394.2,5,3,3
2395.1,2,2,3
2396.1,5,2,2
2397.1,2,3,3
2398.1,2,3,3
2398.2,3,3,3
2398.3,3,3,3
2399.1,3,3,9
2399.2,2,3,3
2400.1,3,2,2
2401.1,3,3,3
2401.2,5,6,5
2401.3,5,3,6
2401.4,3,3,3
2402.1,3,3,3
2402.2,3,4,3
2402.3,3,4,3
2402.4,2,2,2
2403.1,5,3,5
2404.1,2,2,2
2405.1,3,3,3
2405.2,8,8,3
2406.1,5,6,5
2406.2,5,2,3
2407.1,2,2,2
2408.1,7,7,7
2408.2,2,3,1
2408.3,3,3,3
2409.1,2,2,2
2409.2,3,3,2
2410.1,3,3,3
2410.2,5,5,3
2411.1,8,8,3
2411.2,3,2,1
2412.1,1,3,1
2413.1,3,3,3
2413.2,2,2,3
2413.3,2,2,2
2414.1,1,3,1
2415.1,3,3,3
2415.2,3,3,3
2415.3,3,3,3
2415.4,3,3,3
2415.5,5,5,5
2416.1,2,2,2
2417.1,2,2,2
2418.1,3,3,3
2418.2,3,4,3
2418.3,3,4,4
2419.1,2,2,2
2420.1,3,8,8
2421.1,1,1,1
2422.1,7,7,1
2422.2,2,2,2
2423.1,2,2,2
2423.2,7,7,7
2424.1,2,2,2
2425.1,3,3,3
2426.1,3,3,8
2426.2,8,3,8
2426.3,3,8,5
2427.1,4,4,5
2428.1,2,2,1
2428.2,1,2,1
2429.1,2,2,2
2430.1,3,4,3
2430.2,1,7,1
2431.1,1,3,1
2432.1,1,1,1
2433.1,2,2,2
2433.2,2,2,2
2434.1,1,3,1
2435.1,2,2,2
2436.1,2,3,2
2437.1,3,3,3
2437.2,3,3,3
2438.1,2,2,2
2439.1,5,3,3
2439.2,3,4,3
2439.3,2,2,2
2440.1,3,3,3
2440.2,1,3,2
2441.1,2,2,2
2441.2,2,2,2
2442.1,1,3,1
2442.2,4,3,3
2443.1,2,3,3
2443.2,2,2,2
2444.1,1,1,1
2445.1,3,3,3
2445.2,3,3,3
2445.3,2,3,2
2446.1,5,5,2
2447.1,3,3,3
2447.2,3,3,3
2448.1,1,2,2
2448.2,4,4,4
2449.1,3,3,2
2449.2,3,8,5
2451.1,5,5,6
2451.2,5,2,2
2452.1,3,3,3
2452.2,1,1,3
2453.1,8,3,3
2453.2,3,3,8
2454.1,3,3,3
2454.2,3,3,3
2454.3,3,3,3
2455.1,2,2,2
2456.1,3,3,3
2456.2,3,3,3
2456.3,5,6,3
2457.1,8,3,8
2457.2,1,3,1
2458.1,3,3,3
2458.2,9,3,9
2459.1,3,3,3
2459.2,3,3,5
2460.1,3,3,3
2460.2,1,3,3
2461.1,3,3,3
2461.2,3,3,3
2461.3,3,3,3
2462.1,3,3,3
2463.1,3,3,3
2463.2,3,3,3
2463.3,2,3,3
2464.1,3,3,8
2465.1,3,3,3
2465.2,3,3,3
2465.3,3,3,3
2466.1,3,3,3
2466.2,7,3,3
2467.1,3,3,3
2467.2,3,3,3
2468.1,1,3,1
2469.1,2,2,2
2469.2,3,3,3
2469.3,3,3,3
2470.1,2,2,2
2470.2,2,2,2
2471.1,3,3,5
2471.2,2,2,2
2472.1,3,3,1
2472.2,3,3,1
2472.3,1,1,1
2472.4,2,2,2
2472.5,3,3,3
2473.1,3,3,3
2474.1,1,1,1
2475.1,5,3,5
2475.2,2,2,3
2476.1,5,3,3
2476.2,3,3,3
2476.3,3,3,3
2477.1,3,3,3
2477.2,3,3,3
2477.3,3,3,3
2478.1,3,3,3
2479.1,3,3,3
2479.2,5,3,1
2480.1,1,3,1
2481.1,2,2,2
2482.1,3,8,5
2482.2,3,3,3
2482.3,2,2,2
2483.1,1,3,3
2484.1,2,2,2
2485.1,3,6,5
2485.2,3,6,5
2486.1,3,3,3
2486.2,4,4,3
2486.3,4,3,4
2487.1,1,1,1
2488.1,2,3,2
2488.2,3,3,3
2488.3,3,3,3
2488.4,1,1,1
2489.1,3,3,4
2490.1,2,2,2
2491.1,2,3,2
2491.2,1,3,1
2494.1,2,2,2
2495.1,9,9,9
2495.2,9,9,9
2495.3,9,9,9
2495.4,9,9,9
2495.5,1,3,1
2496.1,1,3,1
2497.1,3,8,2
2498.1,7,7,2
2499.1,3,3,3
2499.2,2,2,3
2500.1,1,1,1
